sample_id,title,company,original_label,predicted_label,fraud_probability,threshold,error_type,text_preview
emscad_00077,Medical Coder,"SpotSource Solutions LLC is a Global Human Capital Management Consulting firm headquartered in Miami, Florida. Founded i",0,0,0.0009508132934570312,0.05,correct|near_threshold,"Medical Coder SpotSource Solutions LLC is a Global Human Capital Management Consulting firm headquartered in Miami, Florida. Founded in January 2012, SpotSource has created a fusion of innovative service offerings to meet the increasing demand of today’s economy. We specialize in Talent Acquisition,"
emscad_00082,Customer Service Technical Specialist,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.0006237030029296875,0.05,correct|near_threshold,"Customer Service Technical Specialist Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improv"
emscad_00084,Mail Processing Associate - General Clerk 1,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.0005803108215332031,0.05,correct|near_threshold,"Mail Processing Associate - General Clerk 1 Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and "
emscad_00092,Recruitment Consultant,"Change Automotive Recruitment was established in 1993, with the aim of supplying quality, talented individuals into the ",0,0,0.0007915496826171875,0.05,correct|near_threshold,"Recruitment Consultant Change Automotive Recruitment was established in 1993, with the aim of supplying quality, talented individuals into the automotive industry. Over the years, Change Automotive Recruitment has established a reputation for delivering best practice and a quality service within the"
emscad_00101,CAD Operator,"CAD Operator – Transmission Engineering. Under general direction, this candidate will create or modify electrical, civil",0,0,0.001953125,0.05,correct|near_threshold,"CAD Operator CAD Operator – Transmission Engineering. Under general direction, this candidate will create or modify electrical, civil and electrical engineering design drawings, utilizing approved drafting standards to support the construction or maintenance of electric utility substation facilities"
emscad_00106,Manager of Support Services,GetCloudServices is a privately held technology services firm founded in 2003. We are a leader in the professional cloud,0,0,0.0005974769592285156,0.05,correct|near_threshold,"Manager of Support Services GetCloudServices is a privately held technology services firm founded in 2003. We are a leader in the professional cloud services market with an unwavering dedication to providing the best hosting services available, regardless of platform. We integrate best-in-class conn"
emscad_00108,Senior Developer at a Startup Investment Studio,"Based in Hoxton, London, Forward Partners are a “startup catalyst”, combining investment with practical hands-on experti",0,0,0.0005769729614257812,0.05,correct|near_threshold,"Senior Developer at a Startup Investment Studio Based in Hoxton, London, Forward Partners are a “startup catalyst”, combining investment with practical hands-on expertise and insight.   We're investors in very early stage ecommerce companies. Our team have the experience to enable entrepreneurs to s"
emscad_00109,Software Project Manager,"Skookum Digital Works is looking for a motivated, self-starter to support and facilitate the successful completion of so",0,0,0.0135040283203125,0.05,correct|near_threshold,"Software Project Manager Skookum Digital Works is looking for a motivated, self-starter to support and facilitate the successful completion of software development projects. As a Project Manager, you will collaborate with Strategists, Designers and Developers to implement solutions to client problem"
emscad_00115,Regional Sales Director - West,"WebLinc is the e-commerce platform and services provider for the fastest growing online retailers. WebLinc’s modern, agi",0,0,0.0005745887756347656,0.05,correct|near_threshold,"Regional Sales Director - West WebLinc is the e-commerce platform and services provider for the fastest growing online retailers. WebLinc’s modern, agile technologies and strategic expertise empower companies running global, omnichannel commerce operations, and enable retailers to consistently out-p"
emscad_00116,Birmingham Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of pas,0,0,0.0005483627319335938,0.05,correct|near_threshold,Birmingham Business Admin Apprenticeship Under NAS 16-18 Year Olds Only Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst w
emscad_00121,Executive Administrative Assistant,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.0005540847778320312,0.05,correct|near_threshold,"Executive Administrative Assistant Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve c"
emscad_00122,Smart-Meter Expert,hello world,0,0,0.0007991790771484375,0.05,correct|near_threshold,Smart-Meter Expert hello world   talents23_ drives the change in digital recruitment and develops the best quality filters for the selection of top talents. We have extensive experience in battery storage technologies and renewable energies. As a medium-sized enterprise specializing in storage syste
emscad_00128,Pharmaceutical / Compound Sales Representative- Georgia,United Med Force was created due to the high demand for elite sales professionals in the healthcare industry. United Med,0,0,0.0009164810180664062,0.05,correct|near_threshold,Pharmaceutical / Compound Sales Representative- Georgia United Med Force was created due to the high demand for elite sales professionals in the healthcare industry. United Med Force has rapidly become the trusted leader in medical device and pharmaceutical sales distribution. It has successfully pa
emscad_00137,Customer Service Associate,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.0005908012390136719,0.05,correct|near_threshold,"Customer Service Associate Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer "
emscad_00143,BI Developer,The only thing we love more than our data is our team.,0,0,0.0006313323974609375,0.05,correct|near_threshold,"BI Developer The only thing we love more than our data is our team.   We're a group of developers, designers, mathematicians, data scientists, researchers and marketeers that work relentlessly to measure online behavior worldwide and to generate marketing insights.   Together, we are shaping the fut"
emscad_00148,CNC Programmer,We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting ,0,0,0.0004982948303222656,0.05,correct|near_threshold,"CNC Programmer We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting high quality candidates in IT, Engineering, Manufacturing and other highly technical and non-technical jobs. (We have more than 1500+ Job openings in our website and"
emscad_00154,Senior Project Manager,"Neverbland is a team of designers, developers and doers. Specialists in user experience, interaction design and product ",0,0,0.0004239082336425781,0.05,correct|near_threshold,"Senior Project Manager Neverbland is a team of designers, developers and doers. Specialists in user experience, interaction design and product development. Having earned our spurs developing startups, we understand the importance of simple, elegant solutions and quick releases; matching beautiful ae"
emscad_00188,Medical Scribe (Testing),"Building a better scribe company and the world's very best medical scribes. Better, stronger, faster than before",0,0,0.0008745193481445312,0.05,correct|near_threshold,"Medical Scribe (Testing) Building a better scribe company and the world's very best medical scribes. Better, stronger, faster than before As a medical scribe you will shadow a provider (physician, physician's assistant, or nurse practioner) during their shift and document each of their patient visit"
emscad_00194,Sales and Operations Associate,TrueGreece is a leading luxury travel company with a mission of delivering a GreekIslands experience focused on authenti,0,0,0.0007524490356445312,0.05,correct|near_threshold,"Sales and Operations Associate TrueGreece is a leading luxury travel company with a mission of delivering a GreekIslands experience focused on authenticity, intimacy, and personalized luxury. Since 2008 Christos Stergiou, TrueGreece founder and CEO, has been named each year one of the world’s Top Tr"
emscad_00205,Junior Python Developer,Playfair Capital is an early stage technology investment fund based in London.,0,0,0.00043654441833496094,0.05,correct|near_threshold,Junior Python Developer Playfair Capital is an early stage technology investment fund based in London. Who we’re looking for Maker Mentality Are you focused on the ‘doing’; the creation of new software that you have designed and developed to engage and delight the end user? Best in Show Does the tho
emscad_00206,RMA Coordinator,Tile is one of the most successful crowd-funded campaigns in history and is building the world’s largest lost and found.,0,0,0.00058746337890625,0.05,correct|near_threshold,"RMA Coordinator Tile is one of the most successful crowd-funded campaigns in history and is building the world’s largest lost and found. Tile uses a ""sharing economy"" model to help people simplify their lives and save time by being able to know the location of their most valuable things at any time."
emscad_00230,Service Desk (Help Desk/ Desktop Support) Tier 1/2 - Healthcare IT,"Job Title: IT Technician / Desktop / Clinical Support Tier 1/2 Location: Franklin, TN 37067 Full Time Position - 40 hour",0,0,0.0011138916015625,0.05,correct|near_threshold,"Service Desk (Help Desk/ Desktop Support) Tier 1/2 - Healthcare IT Job Title: IT Technician / Desktop / Clinical Support Tier 1/2 Location: Franklin, TN 37067 Full Time Position - 40 hours per week, 8am to 5pm M-F Position Description: Provides moderate to advanced-level technical support to custome"
emscad_00233,Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of pas,0,0,0.0005412101745605469,0.05,correct|near_threshold,Business Admin Apprenticeship Under NAS 16-18 Year Olds Only Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into
emscad_00242,Investor Sales Analyst,MarketInvoice is one of the most high-profile London based fin-tech companies. The Company is Europe’s leading P2P invoi,0,0,0.00055694580078125,0.05,correct|near_threshold,"Investor Sales Analyst MarketInvoice is one of the most high-profile London based fin-tech companies. The Company is Europe’s leading P2P invoice finance platform that allows SMEs to quickly and flexibly sell their invoices, releasing critical working capital in the process.   Our mission at MarketI"
emscad_00243,Area Vehicle Purchaser,#URL_3bd5deb27e3f065dd0b56f7a19abc37844def5d3ee69f357920cb1fe39fa8733# are the market leader in the UK car buying and re,0,0,0.0007028579711914062,0.05,correct|near_threshold,"Area Vehicle Purchaser #URL_3bd5deb27e3f065dd0b56f7a19abc37844def5d3ee69f357920cb1fe39fa8733# are the market leader in the UK car buying and remarketing industry, we are clearly recognisable by our distinctive and powerful branding. We are a rapidly expanding, ambitious business with a growing prese"
emscad_00249,Head of Investor Development,MarketInvoice is one of the most high-profile London based fin-tech companies. The Company is Europe’s leading P2P invoi,0,0,0.0005121231079101562,0.05,correct|near_threshold,"Head of Investor Development MarketInvoice is one of the most high-profile London based fin-tech companies. The Company is Europe’s leading P2P invoice finance platform that allows SMEs to quickly and flexibly sell their invoices, releasing critical working capital in the process.   Our mission at M"
emscad_00251,Helpdesk Specialist,CallCentre People Recruitment is recognised as being specialists within the CallCentre industry.,0,0,0.0006999969482421875,0.05,correct|near_threshold,"Helpdesk Specialist CallCentre People Recruitment is recognised as being specialists within the CallCentre industry.   We provide permanent, temporary, contract and management staff for a number of large national and multi-national businesses in various industries. Our client requires a Helpdesk Spe"
emscad_00265,Senior Programme Analyst,Title: Senoir Programme Analyst,0,0,0.0070953369140625,0.05,correct|near_threshold,"Senior Programme Analyst Title: Senoir Programme Analyst   Location: Raliegh, NC   Duration: 12 months Contract position.   Description of Work:   The Senior Analyst Programmer performs technical analysis and design, and provides coding and testing of associated Java Modules. This position must inte"
emscad_00269,Front-end Developer,"We are looking for a passionate engineer to join our company and help grow the best web lab in Athens. In Monospace, we ",0,0,0.0012922286987304688,0.05,correct|near_threshold,"Front-end Developer We are looking for a passionate engineer to join our company and help grow the best web lab in Athens. In Monospace, we like to keep it simple, have great fun and deliver the best quality possible. First and foremost, a Hacker mindset   HTML, CSS, Jquery and the ability to write "
emscad_00275,Certification & HALT testing Manager,hello world,0,0,0.0007615089416503906,0.05,correct|near_threshold,Certification & HALT testing Manager hello world   talents23_ drives the change in digital recruitment and develops the best quality filters for the selection of top talents. We have extensive experience in battery storage technologies and renewable energies. As a medium-sized enterprise specializin
emscad_00290,"Intern with Google, Microsoft, Facebook and more! at Studyhall.com","StudyHall creates opportunities for college, university students, and recent graduates, to work with the best companies ",0,0,0.000598907470703125,0.05,correct|near_threshold,"Intern with Google, Microsoft, Facebook and more! at Studyhall.com StudyHall creates opportunities for college, university students, and recent graduates, to work with the best companies in America - such as Google, Facebook, Twitter, Microsoft and more. Our project-based internships allow students "
emscad_00298,Mobile Applications Developer,Why CSD?,0,0,0.0006961822509765625,0.05,correct|near_threshold,"Mobile Applications Developer Why CSD?   CSD is not only a great place to work, but also to learn, grow and give back to the community. Our organization is made up of talented, motivated people from diverse cultural, educational and professional backgrounds. We believe in teamwork, shared ideas, and"
emscad_00336,Product Marketing Manager/Director,"Cylance is a global cybersecurity products and service company, specializeing in advanced threat security that detects a",0,0,0.0005917549133300781,0.05,correct|near_threshold,"Product Marketing Manager/Director Cylance is a global cybersecurity products and service company, specializeing in advanced threat security that detects and stops zero-day malware and APT attacks. Using advanced math and machine learning, coupled with the understanding of a hacker’s mindset, Cylanc"
emscad_00347,Retail Territory Merchandiser,Storesupport can offer you a great working environment with flexibility. We are a team of Sales and Merchandising expert,0,0,0.0006551742553710938,0.05,correct|near_threshold,Retail Territory Merchandiser Storesupport can offer you a great working environment with flexibility. We are a team of Sales and Merchandising experts which is always looking to promote our team and provide opportunities for growth within our organization. About Us: Storesupport can offer you a gre
emscad_00352,Digital Product Designer,Balanced Labs exists to provide accountants and small businesses everywhere with a better life through intelligent and e,0,0,0.0005421638488769531,0.05,correct|near_threshold,"Digital Product Designer Balanced Labs exists to provide accountants and small businesses everywhere with a better life through intelligent and elegant tools. Balanced Labs is a brand new, well-funded company with teams in San Francisco and Sydney. We are creating new tools for modern accountants an"
emscad_00359,Service Delivery Associate - On Call,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.0006604194641113281,0.05,correct|near_threshold,"Service Delivery Associate - On Call Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve"
emscad_00369,Jr. Quality Assurance Engineer,"Jr. QA Engineer Experience :1-5 years Location : Atlanta, Georgia",0,0,0.004913330078125,0.05,correct|near_threshold,"Jr. Quality Assurance Engineer Jr. QA Engineer Experience :1-5 years Location : Atlanta, Georgia   Working Experience with QA automation tools (Selenium, etc.) Experience with test development on web applications Familiarity with Perl, or VBScript, or Windows Powershell Knowledge of SQL, Flex/Action"
emscad_00372,Marketing Director,Bluebridge was created by a team of people who are passionate about organizations and the ways that effective technology,0,0,0.0004935264587402344,0.05,correct|near_threshold,"Marketing Director Bluebridge was created by a team of people who are passionate about organizations and the ways that effective technology makes them stronger and more well connected.   Technology moves quickly. Businesses tend to move more slowly, either because of their place in organizational ch"
emscad_00377,Data Manager--Fixed Income,"The salary is open, DOE. This role manages 4 Data Analysts.",0,0,0.003997802734375,0.05,correct|near_threshold,"Data Manager--Fixed Income The salary is open, DOE. This role manages 4 Data Analysts.   The individual in this position will be responsible for managing the team carrying out production data quality management responsibilities associated with the flow of data to our Investment Data Warehouse and do"
emscad_00381,Ext JS Developer,The Ext JS Developer is a key member of the development team. This person will be responsible for JavaScript-based UI de,0,0,0.0014696121215820312,0.05,correct|near_threshold,Ext JS Developer The Ext JS Developer is a key member of the development team. This person will be responsible for JavaScript-based UI development and design.   Responsibilities   Hands on prototyping and development of JavaScript user interface using Ext JS MVC   Customizing Ext JS themes and/or CS
emscad_00390,Hiring for Senior MIS and Data Research Executive,Job Description:,0,0,0.039093017578125,0.05,correct|near_threshold,"Hiring for Senior MIS and Data Research Executive Job Description:   • List Building, List Research as per client requirements. • Research based on Linkedin & Various Databases like Hoovers, OneSource, Zoominfo,Reuters,Jigsaw,Insideview etc • Data Formatting, Validation, Database Maintenance, Data M"
emscad_00391,Creative Strategist,"LHBS is an unconventional strategy firm with office in Berlin, Copenhagen and Vienna. We approach marketing and innovati",0,0,0.0006747245788574219,0.05,correct|near_threshold,"Creative Strategist LHBS is an unconventional strategy firm with office in Berlin, Copenhagen and Vienna. We approach marketing and innovation challenges from an unconventional point of view: Not for the sake of being different but for the sake of delivering better opportunities, strategies and idea"
emscad_00393,PASSIONATE EXPERIENCED PCP's NEEDED TODAY! WE PAY MORE FOR THE VERY BEST IN THE INDUSTRY!,MISSION:,0,0,0.0007367134094238281,0.05,correct|near_threshold,"PASSIONATE EXPERIENCED PCP's NEEDED TODAY! WE PAY MORE FOR THE VERY BEST IN THE INDUSTRY! MISSION:   GoldLeaf HomeCare is revolutionizing home care by making our CarePartners top priority. GoldLeaf fully loves,honors and serves its CarePartners so they will offer the same to every Client. Placing Pe"
emscad_00398,UI Engineer,"Kin is a hosted HR management app used by small companies to manage employee data and files, time-off, and new hire onbo",0,0,0.0006084442138671875,0.05,correct|near_threshold,"UI Engineer Kin is a hosted HR management app used by small companies to manage employee data and files, time-off, and new hire onboarding. Our mission is to make HR managers more efficient, and to delight employees with a fresh, simple interface to their workplace. Kin is seeking a UI engineer to j"
emscad_00408,"Front End Web Developer - HTML5, CSS3, JavaScript, Bootstrap",ClearGuide is an intelligent documentation platform that organizes product knowledge into various forms of learning to t,0,0,0.0006060600280761719,0.05,correct|near_threshold,"Front End Web Developer - HTML5, CSS3, JavaScript, Bootstrap ClearGuide is an intelligent documentation platform that organizes product knowledge into various forms of learning to teach everyone. ClearGuide is a documentation creative platform that simplifies the creation, management, and lifecycle "
emscad_00409,Customer Service Team Lead,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.00061798095703125,0.05,correct|near_threshold,"Customer Service Team Lead Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer "
emscad_00417,ODI/ETL Developer,EUROPEAN DYNAMICS (#URL_c66532ffa1ce76ab447da6774719060c42c584edbf44d74cdb94fc4ac219ca45#) is a leading European Softwar,0,0,0.0004601478576660156,0.05,correct|near_threshold,"ODI/ETL Developer EUROPEAN DYNAMICS (#URL_c66532ffa1ce76ab447da6774719060c42c584edbf44d74cdb94fc4ac219ca45#) is a leading European Software, Information and Communication Technologies company, operating internationally (Athens, Brussels, Luxembourg, Copenhagen, Berlin, Rome, Stockholm, London, Nicos"
emscad_00432,Technical Lead,Role: Technical Lead,0,0,0.0006289482116699219,0.05,correct|near_threshold,Technical Lead Role: Technical Lead   Location: Manchester City Centre   Salary: Very Competitive   PBF Solutions are a dedicated marketing solutions company for the financial services sector. The company has seen explosive growth over the past few years and now needs an experienced technical lead t
emscad_00446,Customer Service Associate - Part Time,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.0006337165832519531,0.05,correct|near_threshold,"Customer Service Associate - Part Time Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and impro"
emscad_00460,Sales Manager - Poland,Moosend is expanding its team as we strive to increase our share of the European email marketing market. As a sales mana,0,0,0.0009326934814453125,0.05,correct|near_threshold,"Sales Manager - Poland Moosend is expanding its team as we strive to increase our share of the European email marketing market. As a sales manager in Poland you will be responsible for setting up the sales channel and lead the development and growth of Moosend in the area. In detail, you will respon"
emscad_00481,Senior Visual Interaction Designer / Art Director,Balanced Labs exists to provide accountants and small businesses everywhere with a better life through intelligent and e,0,0,0.0006680488586425781,0.05,correct|near_threshold,Senior Visual Interaction Designer / Art Director Balanced Labs exists to provide accountants and small businesses everywhere with a better life through intelligent and elegant tools. Balanced Labs exists to improve the lives of accountants and their clients with intelligent and elegant tools. We’re
emscad_00495,Maintenance Technician,We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting ,0,0,0.0006499290466308594,0.05,correct|near_threshold,"Maintenance Technician We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting high quality candidates in IT, Engineering, Manufacturing and other highly technical and non-technical jobs. (We have more than 1500+ Job openings in our web"
emscad_00501,Full Stack Business Development Manager,About Us.,0,0,0.01458740234375,0.05,correct|near_threshold,Full Stack Business Development Manager About Us. Design and execute strategies that will grow revenues in both the short and long term. Leverage existing relationships to build new partnerships. Full Benefits
emscad_00502,Outside Sales Professional-Macomb,"ABC Supply Co., Inc. is the nation’s largest wholesale distributor of roofing and one of the largest distributors of sid",0,0,0.0010652542114257812,0.05,correct|near_threshold,"Outside Sales Professional-Macomb ABC Supply Co., Inc. is the nation’s largest wholesale distributor of roofing and one of the largest distributors of siding, windows, and other exterior building products. Since our start in 1982, we've grown to become a national organization with over 450 locations"
emscad_00515,Sheffield Fragrance and Beauty Promotional Staff,Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of pas,0,0,0.0005779266357421875,0.05,correct|near_threshold,Sheffield Fragrance and Beauty Promotional Staff Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term a
emscad_00553,Customer Service Records Associate,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.0006275177001953125,0.05,correct|near_threshold,"Customer Service Records Associate Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve c"
emscad_00565,Wordpress Designer and Expert for Startup | StudyHall.com,"StudyHall creates opportunities for college, university students, and recent graduates, to work with the best companies ",0,0,0.0005803108215332031,0.05,correct|near_threshold,"Wordpress Designer and Expert for Startup | StudyHall.com StudyHall creates opportunities for college, university students, and recent graduates, to work with the best companies in America - such as Google, Facebook, Twitter, Microsoft and more. Our project-based internships allow students to work r"
emscad_00566,Customer Service Associate,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.000598907470703125,0.05,correct|near_threshold,"Customer Service Associate Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer "
emscad_00571,EMTs (Lift Coaches) Marin,"At Atlas Lift Tech, safety always comes first! We are a fast growing company with an innovative vision of making Safe Pa",0,0,0.0008378028869628906,0.05,correct|near_threshold,"EMTs (Lift Coaches) Marin At Atlas Lift Tech, safety always comes first! We are a fast growing company with an innovative vision of making Safe Patient Handling and Mobility (SPHM) programs available to hospitals systems nationwide. ATLAS is the first company offering safe patient handling and care "
emscad_00578,Call Center Representative - Bilingual,Outstanding Member Service Starts With Outstanding People,0,0,0.0011720657348632812,0.05,correct|near_threshold,"Call Center Representative - Bilingual Outstanding Member Service Starts With Outstanding People   If you are committed to the concept of “above and beyond” and enjoy interacting with people either in person or on the telephone, then we want to talk to you.   Our people are our most valuable asset. "
emscad_00581,Customer Service Associate,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.0006155967712402344,0.05,correct|near_threshold,"Customer Service Associate Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer "
emscad_00585,Quality Improvement Manager,Apply using below link,1,1,0.998046875,0.05,correct,"Quality Improvement Manager Apply using below link   #URL_8b28dea5804b323e29db29adaf9fa38b688e5d9db1f6cf5b6b2e924236a07272#   The Quality Improvement Manager is responsible for the further development, operation, oversight and evaluation of the Florida Healthcare Plus (FHCP) quality improvement prog"
emscad_00590,DAS Engineer,Tel Tech Networks is a Voice/Data/Video/Security systems contractor operating primarily in the Southwestern United State,0,0,0.0007467269897460938,0.05,correct|near_threshold,DAS Engineer Tel Tech Networks is a Voice/Data/Video/Security systems contractor operating primarily in the Southwestern United States. We are a telecommunications firm dedicated to exceeding costumer expectations through critical infrastructure installation and leading technology integration DAS Fi
emscad_00592,Client Care Advocate,"""Our mission to our clients is to preserve their independence, enhance their quality of life, promote health & wellbeing",0,0,0.0010442733764648438,0.05,correct|near_threshold,"Client Care Advocate ""Our mission to our clients is to preserve their independence, enhance their quality of life, promote health & wellbeing and have them consider us a part of their family."" We are currently seeking a Client Care Advocate to join our office staff. The qualified candidate must poss"
emscad_00600,Software Engineer - Data,Premise is building a novel information-gathering network on a global scale. The network harnesses the explosion in mobi,0,0,0.0004887580871582031,0.05,correct|near_threshold,"Software Engineer - Data Premise is building a novel information-gathering network on a global scale. The network harnesses the explosion in mobile technology, combined with sophisticated machine learning capabilities, to aggregate observations from users all around the world to deliver business, ec"
