sample_id,title,company,original_label,predicted_label,fraud_probability,threshold,error_type,text_preview
emscad_00082,Customer Service Technical Specialist,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,5.066394805908203e-05,0.3,correct,"Customer Service Technical Specialist Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improv"
emscad_00086,Research Associate,Green Street Advisors is the industry leader in real estate and real estate investment trust (REITs) research for over 2,0,0,7.969141006469727e-05,0.3,correct,"Research Associate Green Street Advisors is the industry leader in real estate and real estate investment trust (REITs) research for over 25 years. Our dedicated research professionals generally cover far fewer companies per researcher than is typical for a securities firm. This specialization, coup"
emscad_00091,Marketing Manager,"Super Soccer Stars is the country's most popular soccer development program for kids. For over a decade, we have provide",0,0,7.516145706176758e-05,0.3,correct,"Marketing Manager Super Soccer Stars is the country's most popular soccer development program for kids. For over a decade, we have provided outstanding instruction for thousands of children in 400+ locations in NY, NJ, CT, MA, CA, FL, IL, Washington, DC, and London, UK! Super Soccer Stars was founde"
emscad_00093,WAH Customer Service Repersentative,ECHO HEIGHT LLC (WORK AT HOME) is now excepting applications from experienced as well as inexperienced Customer Service ,0,0,0.000110626220703125,0.3,correct,WAH Customer Service Repersentative ECHO HEIGHT LLC (WORK AT HOME) is now excepting applications from experienced as well as inexperienced Customer Service and Technical Representatives to join our team Starting Pay: $8.50 an hour Top Performers are making $11.00 to $12.00 per hour!! Job Requirement
emscad_00100,English Teacher Abroad,We help teachers get safe & secure jobs abroad :),0,0,4.07099723815918e-05,0.3,correct,"English Teacher Abroad We help teachers get safe & secure jobs abroad :) Play with kids, get paid for it   Love travel? Jobs in Asia   $1,500+ USD monthly ($200 Cost of living)   Housing provided (Private/Furnished) Airfare Reimbursed Excellent for student loans/credit cards   Gabriel Adkins : #URL_"
emscad_00101,CAD Operator,"CAD Operator – Transmission Engineering. Under general direction, this candidate will create or modify electrical, civil",0,0,0.00011456012725830078,0.3,correct,"CAD Operator CAD Operator – Transmission Engineering. Under general direction, this candidate will create or modify electrical, civil and electrical engineering design drawings, utilizing approved drafting standards to support the construction or maintenance of electric utility substation facilities"
emscad_00102,English Teacher Abroad,We help teachers get safe & secure jobs abroad :),0,0,4.07099723815918e-05,0.3,correct,"English Teacher Abroad We help teachers get safe & secure jobs abroad :) Play with kids, get paid for it   Love travel? Jobs in Asia   $1,500+ USD monthly ($200 Cost of living)   Housing provided (Private/Furnished) Airfare Reimbursed Excellent for student loans/credit cards   Gabriel Adkins : #URL_"
emscad_00105,Shipping Clerk,A Local company in Reading PA is looking for a Shipping clerk Mon- Fri Hours 7am-3:30 pm $14- $18hr Applicant must be ab,0,0,0.0001628398895263672,0.3,correct,"Shipping Clerk A Local company in Reading PA is looking for a Shipping clerk Mon- Fri Hours 7am-3:30 pm $14- $18hr Applicant must be able to multitask, have good communication skills, be an original thinker to come up with new ideas and implement them, logistics experience, stock room experience, fo"
emscad_00115,Regional Sales Director - West,"WebLinc is the e-commerce platform and services provider for the fastest growing online retailers. WebLinc’s modern, agi",0,0,4.363059997558594e-05,0.3,correct,"Regional Sales Director - West WebLinc is the e-commerce platform and services provider for the fastest growing online retailers. WebLinc’s modern, agile technologies and strategic expertise empower companies running global, omnichannel commerce operations, and enable retailers to consistently out-p"
emscad_00116,Birmingham Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of pas,0,0,4.267692565917969e-05,0.3,correct,Birmingham Business Admin Apprenticeship Under NAS 16-18 Year Olds Only Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst w
emscad_00122,Smart-Meter Expert,hello world,0,0,6.085634231567383e-05,0.3,correct,Smart-Meter Expert hello world   talents23_ drives the change in digital recruitment and develops the best quality filters for the selection of top talents. We have extensive experience in battery storage technologies and renewable energies. As a medium-sized enterprise specializing in storage syste
emscad_00123,English Teacher Abroad,We help teachers get safe & secure jobs abroad :),0,0,4.07099723815918e-05,0.3,correct,"English Teacher Abroad We help teachers get safe & secure jobs abroad :) Play with kids, get paid for it   Love travel? Jobs in Asia   $1,500+ USD monthly ($200 Cost of living)   Housing provided (Private/Furnished) Airfare Reimbursed Excellent for student loans/credit cards   Gabriel Adkins : #URL_"
emscad_00131,Customer Service Associate - Call Attendant,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,5.412101745605469e-05,0.3,correct,"Customer Service Associate - Call Attendant Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and "
emscad_00145,Forward Cap.,The group has raised a fund for the purchase of homes in the Southeast. The student on this project will help them build,1,1,0.81689453125,0.3,correct,Forward Cap. The group has raised a fund for the purchase of homes in the Southeast. The student on this project will help them build their investments from the ground up and will help with the analysis and modeling of their investments. We should be looking for someone with a strong general finance
emscad_00148,CNC Programmer,We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting ,0,0,4.416704177856445e-05,0.3,correct,"CNC Programmer We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting high quality candidates in IT, Engineering, Manufacturing and other highly technical and non-technical jobs. (We have more than 1500+ Job openings in our website and"
emscad_00161,Field Services Supervisor,"Dairy, food and beverage processors work within one of the most complex, competitive and precision-driven industries. Th",0,0,8.350610733032227e-05,0.3,correct,"Field Services Supervisor Dairy, food and beverage processors work within one of the most complex, competitive and precision-driven industries. They need a partner they can rely on to address their operational issues. W.M. Sprinkman has been providing system design, engineering and installation as w"
emscad_00162,VP of Engineering,"A VP of Engineering is responsible for all product development tasks, They report to the CTO and work with all other C-l",0,0,0.00011593103408813477,0.3,correct,"VP of Engineering A VP of Engineering is responsible for all product development tasks, They report to the CTO and work with all other C-level people and VPs. The VP of Engineering is a mix of an engineer and a businessperson. On a fundamental level, this individual is concerned with managing people"
emscad_00163,Account Manager (Fashion),"EVH is a fashion, lifestyle, design and luxury communications, digital, events and sales agency. With integrity and inte",0,0,6.014108657836914e-05,0.3,correct,"Account Manager (Fashion) EVH is a fashion, lifestyle, design and luxury communications, digital, events and sales agency. With integrity and intelligence, we work as an extension of our clients to build and secure their presence in the marketplace.   Based in Sydney but with an international reach,"
emscad_00180,Internal Recruiter,Playfair Capital is an early stage technology investment fund based in London.,0,0,5.346536636352539e-05,0.3,correct,"Internal Recruiter Playfair Capital is an early stage technology investment fund based in London. You will be responsible for hiring across a portfolio of companies. Previous recruitment experience in fast growth, tech driven companies. Work will an awesome group of companies and be an integral part"
emscad_00188,Medical Scribe (Testing),"Building a better scribe company and the world's very best medical scribes. Better, stronger, faster than before",0,0,0.00010597705841064453,0.3,correct,"Medical Scribe (Testing) Building a better scribe company and the world's very best medical scribes. Better, stronger, faster than before As a medical scribe you will shadow a provider (physician, physician's assistant, or nurse practioner) during their shift and document each of their patient visit"
emscad_00197,English Teacher Abroad,We help teachers get safe & secure jobs abroad :),0,0,4.07099723815918e-05,0.3,correct,"English Teacher Abroad We help teachers get safe & secure jobs abroad :) Play with kids, get paid for it   Love travel? Jobs in Asia   $1,500+ USD monthly ($200 Cost of living)   Housing provided (Private/Furnished) Airfare Reimbursed Excellent for student loans/credit cards   Gabriel Adkins : #URL_"
emscad_00201,Media Planner,Young & Shand is a full service digital agency that loves a challenge.,0,0,5.2869319915771484e-05,0.3,correct,Media Planner Young & Shand is a full service digital agency that loves a challenge.   We’ve made a name for ourselves by creating engaging digital content and leveraging new marketing technology to help NZ businesses grow. We consistently get results with a performance based approach and by ensurin
emscad_00207,Baby Care Advisor,HGS is a world leader in Customer Relationship and Business Process Management. With a global footprint and an experienc,0,0,5.328655242919922e-05,0.3,correct,"Baby Care Advisor HGS is a world leader in Customer Relationship and Business Process Management. With a global footprint and an experience of over three decades, we have helped our clients deliver exceptional results. We have developed and implemented some of the best-known processes and practices "
emscad_00210,Customer Service Associate,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,4.506111145019531e-05,0.3,correct,"Customer Service Associate Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer "
emscad_00216,IC&E Technician Mt Poso,Staffing & Recruiting done right for the Oil & Energy Industry!,1,1,1.0,0.3,correct,"IC&E Technician Mt Poso Staffing & Recruiting done right for the Oil & Energy Industry!   Represented candidates are automatically granted the following perks:   Expert negotiations on your behalf, maximizing your compensation package and implimenting ongoing increases   Significant signing bonus by"
emscad_00221,Service Delivery Manager 2,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,6.22868537902832e-05,0.3,correct,"Service Delivery Manager 2 Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer "
emscad_00223,Lead Creative Developer,WHO WE ARE In2media has ever since the early start in 1994 grown into being a full service digital agency. Following the,0,0,4.7206878662109375e-05,0.3,correct,"Lead Creative Developer WHO WE ARE In2media has ever since the early start in 1994 grown into being a full service digital agency. Following the evolution of the net we’ve created different, groundbreaking and challenging digital solutions. And we still do. To be curious and visionary is in our natu"
emscad_00232,English Teacher Abroad,We help teachers get safe & secure jobs abroad :),0,0,4.07099723815918e-05,0.3,correct,"English Teacher Abroad We help teachers get safe & secure jobs abroad :) Play with kids, get paid for it   Love travel? Jobs in Asia   $1,500+ USD monthly ($200 Cost of living)   Housing provided (Private/Furnished) Airfare Reimbursed Excellent for student loans/credit cards   Gabriel Adkins : #URL_"
emscad_00236,WF5 9HF Recruitment Apprenticeship Available Under NAS 16-24 year olds only!,Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of pas,0,0,4.4345855712890625e-05,0.3,correct,WF5 9HF Recruitment Apprenticeship Available Under NAS 16-24 year olds only! Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whi
emscad_00237,SharePoint Developer and Administrator,Position: SharePoint Developer and Administrator,0,0,0.0008831024169921875,0.3,correct,SharePoint Developer and Administrator Position: SharePoint Developer and Administrator   Location: Washing – DC   Duration: 1+ year Contract on W2   Task to Be Performed:   The contractor shall provide complete Document management and SharePoint support to include the following key tasks:   Support
emscad_00238,English Teacher Abroad,We help teachers get safe & secure jobs abroad :),0,0,4.07099723815918e-05,0.3,correct,"English Teacher Abroad We help teachers get safe & secure jobs abroad :) Play with kids, get paid for it   Love travel? Jobs in Asia   $1,500+ USD monthly ($200 Cost of living)   Housing provided (Private/Furnished) Airfare Reimbursed Excellent for student loans/credit cards   Gabriel Adkins : #URL_"
emscad_00243,Area Vehicle Purchaser,#URL_3bd5deb27e3f065dd0b56f7a19abc37844def5d3ee69f357920cb1fe39fa8733# are the market leader in the UK car buying and re,0,0,0.0002758502960205078,0.3,correct,"Area Vehicle Purchaser #URL_3bd5deb27e3f065dd0b56f7a19abc37844def5d3ee69f357920cb1fe39fa8733# are the market leader in the UK car buying and remarketing industry, we are clearly recognisable by our distinctive and powerful branding. We are a rapidly expanding, ambitious business with a growing prese"
emscad_00262,Data Entry/Customer Service Rep,As a Data Entry/Customer Service Representative you will be responsible for simultaneously managing inbound and outbound,0,1,1.0,0.3,false_positive|high_confidence_error,Data Entry/Customer Service Rep As a Data Entry/Customer Service Representative you will be responsible for simultaneously managing inbound and outbound phone calls and processing customer payments. Being able to multi-task is very important in this position as you will need to input data into the c
emscad_00263,Senior Loan Originator,"One Zero Capital is an investment holding company focused on the convergence of technology, consumer finance, and credit",0,0,0.00011867284774780273,0.3,correct,"Senior Loan Originator One Zero Capital is an investment holding company focused on the convergence of technology, consumer finance, and credit investing. 1/0 Mortgage seeks a Senior Loan Originator to work in our New York office. In addition to traditional loan origination, the Senior Loan Originat"
emscad_00274,English Teacher Abroad,We help teachers get safe & secure jobs abroad :),0,0,4.07099723815918e-05,0.3,correct,"English Teacher Abroad We help teachers get safe & secure jobs abroad :) Play with kids, get paid for it   Love travel? Jobs in Asia   $1,500+ USD monthly ($200 Cost of living)   Housing provided (Private/Furnished) Airfare Reimbursed Excellent for student loans/credit cards   Gabriel Adkins : #URL_"
emscad_00275,Certification & HALT testing Manager,hello world,0,0,5.6743621826171875e-05,0.3,correct,Certification & HALT testing Manager hello world   talents23_ drives the change in digital recruitment and develops the best quality filters for the selection of top talents. We have extensive experience in battery storage technologies and renewable energies. As a medium-sized enterprise specializin
emscad_00276,"Software Engineer, iOS and Android",Avocarrot is a native mobile ad network with offices in Silicon Valley and Athens. We are building the next generation o,0,0,5.02467155456543e-05,0.3,correct,"Software Engineer, iOS and Android Avocarrot is a native mobile ad network with offices in Silicon Valley and Athens. We are building the next generation of mobile advertising technology. Backed by leading corporations like Unilever as well as institutional and angel investors from the Valley, our a"
emscad_00293,English Teacher Abroad,We help teachers get safe & secure jobs abroad :),0,0,4.07099723815918e-05,0.3,correct,"English Teacher Abroad We help teachers get safe & secure jobs abroad :) Play with kids, get paid for it   Love travel? Jobs in Asia   $1,500+ USD monthly ($200 Cost of living)   Housing provided (Private/Furnished) Airfare Reimbursed Excellent for student loans/credit cards   Gabriel Adkins : #URL_"
emscad_00295,Technical Lead / Architect,nakedhearts is an ambitious and well-funded start up. We are building a global online social network to connect users wi,0,0,4.83393669128418e-05,0.3,correct,"Technical Lead / Architect nakedhearts is an ambitious and well-funded start up. We are building a global online social network to connect users with the causes they care about, and integrate social good into our daily lives. Because when we get together and make it easy to give (time and money), we"
emscad_00296,Digital Illustrator,The Beans Group is a media company that exists to empower young people to thrive. We have been on an exponential growth ,0,0,6.0617923736572266e-05,0.3,correct,Digital Illustrator The Beans Group is a media company that exists to empower young people to thrive. We have been on an exponential growth spurt since our inception as #URL_8d1ca4faf2d2518ce9ec21b3fbe5c63e4b47f383d6bb1f0a681ff6cc801b4550# in 2005 and in 2013 we won Digital Business of the Year. The
emscad_00299,Sales Representative with Management Training - DirecTV,"Argenta Field Solutions values the client, creates income streams for them through our sales mechanism and focuses on qu",0,0,0.00017952919006347656,0.3,correct,"Sales Representative with Management Training - DirecTV Argenta Field Solutions values the client, creates income streams for them through our sales mechanism and focuses on quality & numbers rather than numbers alone. While this is paramount to our foundation, the foundation itself is our people. E"
emscad_00300,Customer Service Associate - Part Time,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,4.83393669128418e-05,0.3,correct,"Customer Service Associate - Part Time Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and impro"
emscad_00304,Electrical Project Engineer,"Responsible for the planning, specification and construction coordination of electrical facilities. The facilities can i",0,0,0.00033020973205566406,0.3,correct,"Electrical Project Engineer Responsible for the planning, specification and construction coordination of electrical facilities. The facilities can include batteries, generator stations, and oil field electrical power systems and substations. The position will also work with client’s field staff to p"
emscad_00318,Account Manager,"Founded in 2010 by a team from Google’s London and New York offices, Qubit work with some of the biggest names in Online",0,0,5.346536636352539e-05,0.3,correct,"Account Manager Founded in 2010 by a team from Google’s London and New York offices, Qubit work with some of the biggest names in Online. Our engineers have built a brand new platform that combines a number of technologies – analytics, automation, personalisation and more – into a simple, easy-to-us"
emscad_00337,Sales Trainee,"Optimy is a fast-growing company that develops and sells a unique solution (as a SaaS web- application) for sponsorship,",0,0,4.649162292480469e-05,0.3,correct,"Sales Trainee Optimy is a fast-growing company that develops and sells a unique solution (as a SaaS web- application) for sponsorship, partnership and donation management. The Optimy solution helps brands and foundations to optimise performance across the lifecycle of a project.   Our Optimy users a"
emscad_00341,Account Manager -Xbox,The Technical Team and offering at VML London has a very strong heritage dating back to the mid-nineties when the London,0,0,4.4345855712890625e-05,0.3,correct,Account Manager -Xbox The Technical Team and offering at VML London has a very strong heritage dating back to the mid-nineties when the London office was founded. Back in those days we were one of the first few purely digital marketing agencies in London; and back then things were a lot more technic
emscad_00347,Retail Territory Merchandiser,Storesupport can offer you a great working environment with flexibility. We are a team of Sales and Merchandising expert,0,0,5.066394805908203e-05,0.3,correct,Retail Territory Merchandiser Storesupport can offer you a great working environment with flexibility. We are a team of Sales and Merchandising experts which is always looking to promote our team and provide opportunities for growth within our organization. About Us: Storesupport can offer you a gre
emscad_00349,Community Ambassador German-speaking (Remote),Want to build a 21st century financial service?,0,0,4.988908767700195e-05,0.3,correct,Community Ambassador German-speaking (Remote) Want to build a 21st century financial service?   We're convinced that that there is a need for innovation in financial services and that current banks will not be the ones providing this. Instead this innovation will come from companies like TransferWis
emscad_00351,Global Sourcing Buyer,"The MarketMaker4 leadership team has extensive experience in e-procurement, online auctions, market intelligence, strate",0,0,5.918741226196289e-05,0.3,correct,"Global Sourcing Buyer The MarketMaker4 leadership team has extensive experience in e-procurement, online auctions, market intelligence, strategic sourcing, and supply chain consulting. All team members have been involved in the e-enablement of supply chain negotiations since the inception of the ind"
emscad_00357,Customer Service Team Lead,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,4.756450653076172e-05,0.3,correct,"Customer Service Team Lead Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer "
emscad_00364,Director of Marketing - DocDoc,"Jungle Ventures is the leading Singapore based, entrepreneur backed, venture capital firm, that funds and actively suppo",0,0,4.380941390991211e-05,0.3,correct,"Director of Marketing - DocDoc Jungle Ventures is the leading Singapore based, entrepreneur backed, venture capital firm, that funds and actively supports start-ups in scaling across Asia Pacific. We pride ourselves on leading investments with conviction.   We invest in global start-ups that are sol"
emscad_00374,Collector III-Mortgage Servicing,"Reinventing the specialty mortgage servicing process by providing the highest level of customer service to our clients, ",0,0,8.481740951538086e-05,0.3,correct,"Collector III-Mortgage Servicing Reinventing the specialty mortgage servicing process by providing the highest level of customer service to our clients, we are dedicated to high-touch servicing through a combination of process efficiency, innovative technology, and employee expertise.   The ClearSpr"
emscad_00381,Ext JS Developer,The Ext JS Developer is a key member of the development team. This person will be responsible for JavaScript-based UI de,0,0,0.00023090839385986328,0.3,correct,Ext JS Developer The Ext JS Developer is a key member of the development team. This person will be responsible for JavaScript-based UI development and design.   Responsibilities   Hands on prototyping and development of JavaScript user interface using Ext JS MVC   Customizing Ext JS themes and/or CS
emscad_00389,Full-stack JavaScript Software Developer,Franq is a POS development house. We are part of a larger business called ImPOS.,0,0,0.0025615692138671875,0.3,correct,"Full-stack JavaScript Software Developer Franq is a POS development house. We are part of a larger business called ImPOS.   We provide point of sale solutions to small, medium and large businesses. We have existing POS software, developed in-house, that is super successful in the market - that is Im"
emscad_00409,Customer Service Team Lead,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,6.604194641113281e-05,0.3,correct,"Customer Service Team Lead Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer "
emscad_00416,Graduates: English Teacher Abroad (Conversational),We help teachers get safe & secure jobs abroad :),0,0,3.9577484130859375e-05,0.3,correct,"Graduates: English Teacher Abroad (Conversational) We help teachers get safe & secure jobs abroad :) Play with kids, get paid for it :-)   Love travel? Jobs in Asia   $1500 USD + monthly ($200 Cost of living)   Housing provided Airfare Reimbursed Excellent for student loans/credit cards   Gabriel Ad"
emscad_00417,ODI/ETL Developer,EUROPEAN DYNAMICS (#URL_c66532ffa1ce76ab447da6774719060c42c584edbf44d74cdb94fc4ac219ca45#) is a leading European Softwar,0,0,6.920099258422852e-05,0.3,correct,"ODI/ETL Developer EUROPEAN DYNAMICS (#URL_c66532ffa1ce76ab447da6774719060c42c584edbf44d74cdb94fc4ac219ca45#) is a leading European Software, Information and Communication Technologies company, operating internationally (Athens, Brussels, Luxembourg, Copenhagen, Berlin, Rome, Stockholm, London, Nicos"
emscad_00422,English Teacher Abroad,We help teachers get safe & secure jobs abroad :),0,0,4.07099723815918e-05,0.3,correct,"English Teacher Abroad We help teachers get safe & secure jobs abroad :) Play with kids, get paid for it   Love travel? Jobs in Asia   $1,500+ USD monthly ($200 Cost of living)   Housing provided (Private/Furnished) Airfare Reimbursed Excellent for student loans/credit cards   Gabriel Adkins : #URL_"
emscad_00443,Process Engineer,"Executive search and recruitment agency, providing successful high growth organizations with highly talented, skilled, i",0,0,0.00042724609375,0.3,correct,"Process Engineer Executive search and recruitment agency, providing successful high growth organizations with highly talented, skilled, in-demand professionals We have an immediate opening for a Process Engineer for a company in the Lexington, North Carolina area. ($52,000-65,000 range).   The compa"
emscad_00446,Customer Service Associate - Part Time,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,4.851818084716797e-05,0.3,correct,"Customer Service Associate - Part Time Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and impro"
emscad_00471,Customer Service Technical Specialist,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,5.143880844116211e-05,0.3,correct,"Customer Service Technical Specialist Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improv"
emscad_00472,Geologist,Job Overview,0,0,5.716085433959961e-05,0.3,correct,"Geologist Job Overview   Apex is an environmental consulting firm that offers stable leadership and growth, views employees as valuable resources, and rewards success with competitive pay, bonuses, and ownership opportunities. We are seeking a self-motivated Geologist to join our team in Manassas, V"
emscad_00490,BD23 Customer Service Apprenticeship Under NAS 16-24 Year Olds Only,Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of pas,0,0,5.227327346801758e-05,0.3,correct,BD23 Customer Service Apprenticeship Under NAS 16-24 Year Olds Only Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst worki
emscad_00492,Web U.I./U.X. Designer,Ευκαιρίες Εργασίας στο #URL_a38fcd24d7eeecf239b16f8996d1d881661dc0dbf4d447c4df71781d829512c4#,0,0,7.11679458618164e-05,0.3,correct,Web U.I./U.X. Designer Ευκαιρίες Εργασίας στο #URL_a38fcd24d7eeecf239b16f8996d1d881661dc0dbf4d447c4df71781d829512c4#   Το #URL_a38fcd24d7eeecf239b16f8996d1d881661dc0dbf4d447c4df71781d829512c4# είναι το μεγαλύτερο site σύγκρισης ασφαλιστικών προϊόντων στην Ελλάδα και δημιουργήθηκε από την moneymarket
emscad_00493,Engagement Manager (South Africa),Upstream’s mission is to revolutionise the way companies market to consumers through cutting edge technology. This is an,0,0,4.118680953979492e-05,0.3,correct,Engagement Manager (South Africa) Upstream’s mission is to revolutionise the way companies market to consumers through cutting edge technology. This is an opportunity to collaborate with like-minded people in an environment that embraces individual differences and diversity.   We offer a challenging
emscad_00498,Airframe Structures Design Engineer,Vayu builds affordable unmanned aerial vehicles (UAVs) for healthcare supply chain management and post-disaster aid deli,0,0,7.224082946777344e-05,0.3,correct,"Airframe Structures Design Engineer Vayu builds affordable unmanned aerial vehicles (UAVs) for healthcare supply chain management and post-disaster aid delivery.   Currently, healthcare providers and disaster relief responders depend on costly, slow, and unreliable transportation by motorcycles, car"
emscad_00505,Financial Controller,"Depop is an exciting new mobile marketplace where you can sell things by simply taking a picture, as well as follow your",0,0,4.279613494873047e-05,0.3,correct,"Financial Controller Depop is an exciting new mobile marketplace where you can sell things by simply taking a picture, as well as follow your friends and buy unique things.   Depop has already been received with great enthusiasm in our test regions and it is now beginning to expand into the global m"
